objectives,deploy,return,next_waypoint,behaviour_stage,next_loiter_point,gps_update_received,depth,vehicle_at_surface,periodic_ascend,waypoint_direction,loiter_point_direction,speed,heading,name,ivphelm_bhv_active,what_if,predicted_behaviour,why_not,feature_justification
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point0,in-transit,none,FALSE,very deep,TRUE,FALSE,southwest,none,max speed,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point0,advanced,none,FALSE,very deep,TRUE,FALSE,southwest,none,very fast,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point1,advanced,none,FALSE,very deep,TRUE,FALSE,southwest,none,very fast,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point1,in-transit,none,TRUE,very deep,TRUE,FALSE,southwest,none,very fast,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point1,in-transit,none,TRUE,very deep,TRUE,FALSE,northwest,none,very fast,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point2,in-transit,none,TRUE,very deep,TRUE,FALSE,northwest,none,very fast,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point2,in-transit,none,TRUE,very deep,TRUE,FALSE,northwest,none,very fast,northwest,henry,"maxdepth,bhv_const_depth,waypt_survey",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point3,in-transit,none,TRUE,very deep,TRUE,FALSE,northeast,none,very fast,northwest,henry,"maxdepth,bhv_const_depth,waypt_survey",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point3,in-transit,none,TRUE,very deep,TRUE,FALSE,northeast,none,very fast,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point4,advanced,none,TRUE,very deep,TRUE,FALSE,northeast,none,very fast,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point4,in-transit,none,TRUE,very deep,TRUE,FALSE,northeast,none,very fast,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point4,in-transit,none,TRUE,very deep,TRUE,FALSE,southeast,none,very fast,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point5,in-transit,none,TRUE,very deep,TRUE,FALSE,southeast,none,very fast,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,TRUE,point5,in-transit,none,FALSE,very deep,TRUE,FALSE,southeast,none,very fast,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,TRUE,starting_point,in-transit,none,FALSE,very deep,TRUE,FALSE,northeast,none,very fast,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,TRUE,starting_point,in-transit,none,FALSE,very deep,TRUE,FALSE,northeast,none,very fast,southeast,henry,"maxdepth,waypt_return,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,TRUE,starting_point,in-transit,none,TRUE,very deep,TRUE,FALSE,northeast,none,very fast,southeast,henry,"maxdepth,waypt_return,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,TRUE,starting_point,in-transit,none,FALSE,very deep,TRUE,FALSE,northeast,none,fast,northeast,henry,"maxdepth,waypt_return,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,TRUE,starting_point,in-transit,none,TRUE,very deep,TRUE,FALSE,northeast,none,fast,northeast,henry,"maxdepth,waypt_return,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,TRUE,starting_point,in-transit,none,FALSE,very deep,TRUE,FALSE,northeast,none,very fast,northeast,henry,"maxdepth,waypt_return,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,TRUE,starting_point,in-transit,none,TRUE,very deep,TRUE,FALSE,northeast,none,very fast,northeast,henry,"maxdepth,waypt_return,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,TRUE,starting_point,in-transit,none,FALSE,very deep,TRUE,FALSE,northeast,none,max speed,northeast,henry,"maxdepth,waypt_return,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,TRUE,starting_point,in-transit,none,TRUE,very deep,TRUE,FALSE,northeast,none,max speed,northeast,henry,"maxdepth,waypt_return,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,TRUE,starting_point,completed,none,FALSE,very deep,TRUE,FALSE,northeast,none,max speed,northeast,henry,"maxdepth,waypt_return,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",FALSE,TRUE,starting_point,completed,none,FALSE,very deep,TRUE,FALSE,northeast,none,max speed,northeast,henry,"maxdepth,waypt_return,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",FALSE,TRUE,starting_point,completed,none,FALSE,very deep,TRUE,FALSE,northeast,none,max speed,northeast,henry,"maxdepth,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",FALSE,TRUE,starting_point,completed,none,FALSE,very deep,TRUE,FALSE,northeast,none,max speed,northeast,henry,None,,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",FALSE,TRUE,starting_point,completed,none,TRUE,very deep,TRUE,FALSE,northeast,none,max speed,northeast,henry,None,,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",FALSE,TRUE,starting_point,completed,none,FALSE,very deep,TRUE,FALSE,northeast,none,very fast,northeast,henry,None,,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",FALSE,TRUE,starting_point,completed,none,TRUE,very deep,TRUE,FALSE,northeast,none,very fast,northeast,henry,None,,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",FALSE,TRUE,starting_point,completed,none,FALSE,very deep,TRUE,FALSE,northeast,none,fast,northeast,henry,None,,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",FALSE,TRUE,starting_point,completed,none,TRUE,very deep,TRUE,FALSE,northeast,none,fast,northeast,henry,None,,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",FALSE,TRUE,starting_point,completed,none,FALSE,very deep,TRUE,FALSE,northeast,none,moderate,northeast,henry,None,,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",FALSE,TRUE,starting_point,completed,none,TRUE,very deep,TRUE,FALSE,northeast,none,moderate,northeast,henry,None,,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",FALSE,TRUE,starting_point,completed,none,FALSE,deep,TRUE,FALSE,northeast,none,moderate,northeast,henry,None,,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",FALSE,TRUE,starting_point,completed,none,TRUE,deep,TRUE,FALSE,northeast,none,moderate,northeast,henry,None,,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",FALSE,TRUE,starting_point,completed,none,FALSE,deep,TRUE,FALSE,northeast,none,low,northeast,henry,None,,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",FALSE,TRUE,starting_point,completed,none,TRUE,deep,TRUE,FALSE,northeast,none,low,northeast,henry,None,,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",FALSE,TRUE,starting_point,completed,none,FALSE,moderate,TRUE,FALSE,northeast,none,low,northeast,henry,None,,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",FALSE,TRUE,starting_point,completed,none,FALSE,moderate,TRUE,FALSE,northeast,none,idle,northeast,henry,None,,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",FALSE,TRUE,starting_point,completed,none,TRUE,moderate,TRUE,FALSE,northeast,none,idle,northeast,henry,None,,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",FALSE,TRUE,starting_point,completed,none,FALSE,shallow,TRUE,FALSE,northeast,none,idle,northeast,henry,None,,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",FALSE,TRUE,starting_point,completed,none,TRUE,shallow,TRUE,FALSE,northeast,none,idle,northeast,henry,None,,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",FALSE,TRUE,starting_point,completed,none,FALSE,on surface,TRUE,FALSE,northeast,none,idle,northeast,henry,None,,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",FALSE,TRUE,starting_point,completed,none,TRUE,on surface,TRUE,FALSE,northeast,none,idle,northeast,henry,None,,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,none,FALSE,on surface,FALSE,FALSE,none,none,moderate,southeast,henry,"maxdepth,loiter,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point0,FALSE,very deep,FALSE,FALSE,none,southeast,fast,southeast,henry,"maxdepth,loiter,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point7,FALSE,moderate,FALSE,TRUE,none,northeast,moderate,northeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point0,FALSE,moderate,FALSE,TRUE,none,northeast,moderate,northeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,none,FALSE,moderate,FALSE,TRUE,none,none,moderate,northeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,in-transit,none,FALSE,moderate,FALSE,TRUE,none,none,moderate,northeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point0,in-transit,none,FALSE,moderate,FALSE,TRUE,northeast,none,moderate,northeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point0,in-transit,none,FALSE,moderate,FALSE,TRUE,northeast,none,moderate,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point0,in-transit,none,FALSE,moderate,FALSE,TRUE,northeast,none,very fast,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point0,in-transit,none,FALSE,moderate,FALSE,TRUE,northeast,none,max speed,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point0,in-transit,none,FALSE,deep,FALSE,TRUE,northeast,none,max speed,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point2,advanced,none,FALSE,very deep,FALSE,TRUE,northwest,none,very fast,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point0,FALSE,deep,FALSE,TRUE,none,northeast,moderate,northeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point0,FALSE,moderate,FALSE,TRUE,none,northeast,moderate,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point1,FALSE,shallow,FALSE,TRUE,none,southeast,moderate,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point1,FALSE,shallow,FALSE,FALSE,none,southeast,moderate,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point1,FALSE,shallow,TRUE,FALSE,none,southeast,moderate,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point1,FALSE,shallow,TRUE,FALSE,none,southeast,low,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point1,FALSE,shallow,TRUE,FALSE,none,southeast,idle,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point1,FALSE,on surface,TRUE,FALSE,none,southeast,idle,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point1,FALSE,on surface,TRUE,FALSE,none,southeast,idle,southeast,henry,"maxdepth,loiter,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point1,FALSE,on surface,FALSE,FALSE,none,southeast,idle,southeast,henry,"maxdepth,loiter,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point1,FALSE,shallow,FALSE,FALSE,none,southeast,moderate,southeast,henry,"maxdepth,loiter,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point1,FALSE,shallow,FALSE,FALSE,none,southeast,fast,southeast,henry,"maxdepth,loiter,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point2,FALSE,shallow,FALSE,FALSE,none,southeast,fast,southeast,henry,"maxdepth,loiter,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point2,FALSE,moderate,FALSE,FALSE,none,southeast,fast,southeast,henry,"maxdepth,loiter,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point2,FALSE,moderate,FALSE,FALSE,none,southeast,fast,southwest,henry,"maxdepth,loiter,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point2,FALSE,deep,FALSE,FALSE,none,southeast,fast,southwest,henry,"maxdepth,loiter,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,none,FALSE,very deep,FALSE,FALSE,none,none,fast,southwest,henry,"maxdepth,loiter,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point0,none,none,FALSE,very deep,FALSE,FALSE,southeast,none,fast,southwest,henry,"maxdepth,loiter,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point0,none,none,FALSE,very deep,FALSE,FALSE,southeast,none,fast,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point0,none,none,FALSE,very deep,FALSE,FALSE,southeast,none,very fast,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point0,none,none,FALSE,very deep,FALSE,FALSE,southeast,none,very fast,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point0,none,none,FALSE,very deep,FALSE,FALSE,southeast,none,max speed,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point0,advanced,none,FALSE,very deep,FALSE,FALSE,southeast,none,max speed,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point1,advanced,none,FALSE,very deep,FALSE,FALSE,southwest,none,max speed,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point1,in-transit,none,FALSE,very deep,FALSE,FALSE,southwest,none,max speed,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point1,in-transit,none,FALSE,very deep,FALSE,FALSE,southwest,none,very fast,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point5,in-transit,none,FALSE,very deep,FALSE,FALSE,southeast,none,max speed,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point0,advanced,none,FALSE,very deep,FALSE,FALSE,southwest,none,very fast,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point1,advanced,none,FALSE,very deep,FALSE,FALSE,southwest,none,very fast,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,very deep,FALSE,FALSE,none,northwest,very fast,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,very deep,FALSE,TRUE,none,northwest,very fast,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,very deep,FALSE,TRUE,none,northwest,very fast,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,very deep,FALSE,TRUE,none,northwest,fast,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,very deep,FALSE,TRUE,none,northwest,fast,northeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,deep,FALSE,TRUE,none,northwest,moderate,northwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,moderate,FALSE,TRUE,none,northwest,moderate,northwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,shallow,FALSE,TRUE,none,northwest,moderate,northwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,shallow,FALSE,FALSE,none,northwest,moderate,northwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,shallow,TRUE,FALSE,none,northwest,moderate,northwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,shallow,TRUE,FALSE,none,northwest,low,northwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,shallow,TRUE,FALSE,none,northwest,idle,northwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,on surface,TRUE,FALSE,none,northwest,idle,northwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,TRUE,on surface,TRUE,FALSE,none,northwest,idle,northwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,on surface,TRUE,FALSE,none,northwest,idle,northwest,henry,"maxdepth,loiter,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,shallow,TRUE,FALSE,none,northwest,moderate,northwest,henry,"maxdepth,loiter,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,shallow,FALSE,FALSE,none,northwest,moderate,northwest,henry,"maxdepth,loiter,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,shallow,FALSE,FALSE,none,northwest,fast,northwest,henry,"maxdepth,loiter,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,moderate,FALSE,FALSE,none,northwest,fast,northwest,henry,"maxdepth,loiter,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,deep,FALSE,FALSE,none,northwest,fast,northwest,henry,"maxdepth,loiter,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point3,FALSE,very deep,FALSE,FALSE,none,southeast,fast,southeast,henry,"maxdepth,loiter,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point3,FALSE,very deep,FALSE,TRUE,none,southeast,fast,southeast,henry,"maxdepth,loiter,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point3,FALSE,very deep,FALSE,TRUE,none,southeast,fast,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point3,FALSE,very deep,FALSE,TRUE,none,southeast,moderate,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point4,FALSE,very deep,FALSE,TRUE,none,southeast,moderate,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point4,FALSE,very deep,FALSE,TRUE,none,southeast,moderate,northeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point4,FALSE,deep,FALSE,TRUE,none,southeast,moderate,northeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",,,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point5,FALSE,deep,FALSE,TRUE,none,northwest,moderate,northeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",,,none,none
