deploy,return,obstacle_name,obstacle_proximity,obstacle_resolved,behaviour_stage,next_point,speed,heading,next_point_direction,obstacle_direction,name,ivphelm_bhv_active
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,very fast,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,very fast,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,very fast,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,very fast,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,very fast,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,very fast,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,very fast,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,very fast,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,very fast,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,very fast,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,very fast,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,very fast,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,very fast,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,very fast,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,very fast,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,very fast,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,very fast,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,very fast,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,very fast,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,very fast,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,very fast,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,very fast,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,very fast,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,very fast,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,very fast,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,very fast,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,very fast,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,very fast,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,very fast,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,max speed,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,very fast,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,very fast,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,very fast,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,very fast,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point2,very fast,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,advanced,point2,very fast,northeast,northeast,none,alpha,waypt_survey
True,False,none,none,False,advanced,point3,very fast,northeast,northwest,none,alpha,waypt_survey
True,False,none,none,False,advanced,point3,very fast,northeast,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northeast,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northeast,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northeast,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northeast,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northeast,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northeast,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northeast,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northeast,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northeast,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northeast,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northeast,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northeast,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,none,none,False,in-transit,point3,very fast,northwest,northwest,none,alpha,waypt_survey
True,False,obstacle_a,none,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,waypt_survey
True,False,obstacle_a,none,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,waypt_survey
True,False,obstacle_a,none,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,waypt_survey
True,False,obstacle_a,nearby,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,waypt_survey
True,False,obstacle_a,nearby,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,nearby,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,nearby,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,nearby,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,nearby,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,nearby,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,nearby,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,nearby,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,nearby,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,nearby,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,nearby,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,nearby,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,nearby,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,nearby,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,nearby,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,nearby,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,nearby,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,nearby,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,nearby,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,nearby,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,nearby,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,nearby,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,close,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,close,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,close,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,close,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,close,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,close,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,close,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,close,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,close,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,close,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,close,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,close,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,close,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,close,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,close,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,close,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,close,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,close,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,close,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,close,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,close,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,close,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,close,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,very close,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,very close,False,in-transit,point3,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,very close,False,in-transit,point3,very fast,northwest,northwest,northeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,very close,False,in-transit,point3,very fast,northwest,northwest,northeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,very close,False,in-transit,point3,very fast,northwest,northwest,northeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,very close,False,in-transit,point3,very fast,northwest,northwest,northeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,very close,False,in-transit,point3,very fast,northwest,northwest,northeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,very close,False,in-transit,point3,very fast,northwest,northwest,northeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,very close,False,in-transit,point3,very fast,northwest,northwest,northeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,very close,False,in-transit,point3,very fast,northwest,northwest,northeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,very close,False,in-transit,point3,very fast,northwest,northwest,northeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,very close,False,in-transit,point3,very fast,northwest,northwest,northeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,very close,False,in-transit,point3,very fast,northwest,northwest,northeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,very close,False,in-transit,point3,very fast,northwest,northwest,northeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,very close,False,in-transit,point3,very fast,northwest,northwest,northeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
True,False,obstacle_a,very close,False,in-transit,point3,very fast,northwest,northwest,northeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
