objectives,deploy,return,next_waypoint,behaviour_stage,next_loiter_point,gps_update_received,depth,vehicle_at_surface,periodic_ascend,waypoint_direction,loiter_point_direction,speed,heading,name,ivphelm_bhv_active,representation,user_query,explanation,behaviour_permutation
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,none,none,point6,False,very deep,False,True,none,northwest,fast,northwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'none', 'behaviour_stage': 'none', 'next_loiter_point': 'point6', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'none', 'loiter_point_direction': 'northwest', 'speed': 'fast', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'maxdepth,loiter,bhv_periodic_surface,bhv_const_depth'}","User query: Why not Maxdepth,loiter,bhv_const_depth instead of Maxdepth,loiter,bhv_periodic_surface,bhv_const_depth?","Explanation: The vehicle currently has an activated periodic ascent, that indicates a required GPS coordinate fix. If it was deactivated, then the vehicle would normally loiter while maintaining its depth and waiting for a survey request.","Behaviour permutation: Original: 'Maxdepth,loiter,bhv_periodic_surface,bhv_const_depth', Modified: 'Maxdepth,loiter,bhv_const_depth'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,none,none,point6,False,very deep,False,True,none,northwest,moderate,northwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'none', 'behaviour_stage': 'none', 'next_loiter_point': 'point6', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'none', 'loiter_point_direction': 'northwest', 'speed': 'moderate', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'maxdepth,loiter,bhv_periodic_surface,bhv_const_depth'}","User query: Why not Maxdepth,loiter,bhv_const_depth instead of Maxdepth,loiter,bhv_periodic_surface,bhv_const_depth?","Explanation: The vehicle currently has an activated periodic ascent, that indicates a required GPS coordinate fix. If it was deactivated, then the vehicle would normally loiter while maintaining its depth and waiting for a survey request.","behaviour_permutation: Original: 'Maxdepth,loiter,bhv_periodic_surface,bhv_const_depth', Modified: 'Maxdepth,loiter,bhv_const_depth'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,none,none,point6,False,very deep,False,True,none,northwest,moderate,northeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'none', 'behaviour_stage': 'none', 'next_loiter_point': 'point6', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'none', 'loiter_point_direction': 'northwest', 'speed': 'moderate', 'heading': 'northeast', 'name': 'henry', 'active_behaviour': 'maxdepth,loiter,bhv_periodic_surface,bhv_const_depth'}","User query: Why not Maxdepth,loiter,bhv_const_depth instead of Maxdepth,loiter,bhv_periodic_surface,bhv_const_depth?","Explanation: The vehicle currently has an activated periodic ascent, which indicates a required GPS coordinate fix. If it was deactivated, then the vehicle would normally loiter while maintaining its depth and waiting for a survey request.","Behaviour permutation: Original: 'Maxdepth,loiter,bhv_periodic_surface,bhv_const_depth', Modified: 'Maxdepth,loiter,bhv_const_depth'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,none,none,point7,False,very deep,False,True,none,northeast,moderate,northeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'none', 'behaviour_stage': 'none', 'next_loiter_point': 'point7', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'none', 'loiter_point_direction': 'northeast', 'speed': 'moderate', 'heading': 'northeast', 'name': 'henry', 'active_behaviour': 'maxdepth,loiter,bhv_periodic_surface,bhv_const_depth'}","User query: Why not Maxdepth,loiter,bhv_const_depth instead of Maxdepth,loiter,bhv_periodic_surface,bhv_const_depth?","Explanation: The vehicle currently has an activated periodic ascent, which indicates a required GPS coordinate fix. If it was deactivated, then the vehicle would normally loiter while maintaining its depth and waiting for a survey request.","Behaviour permutation: Original: 'Maxdepth,loiter,bhv_periodic_surface,bhv_const_depth', Modified: 'Maxdepth,loiter,bhv_const_depth'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,none,none,point7,False,deep,False,True,none,northeast,moderate,northeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'none', 'behaviour_stage': 'none', 'next_loiter_point': 'point7', 'gps_update_received': 'False', 'depth': 'deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'none', 'loiter_point_direction': 'northeast', 'speed': 'moderate', 'heading': 'northeast', 'name': 'henry', 'active_behaviour': 'maxdepth,loiter,bhv_periodic_surface,bhv_const_depth'}","User query: Why not Maxdepth,loiter,bhv_const_depth instead of Maxdepth,loiter,bhv_periodic_surface,bhv_const_depth?","Explanation: The current behavior includes bhv_periodic_surface, which indicates that the vehicle is surfacing periodically to provide new GPS coordinates. However, in this representation, the GPS update has not been received yet. Therefore, it would be more efficient to deactivate bhv_periodic_surface and instead use bhv_const_depth behavior, which would allow the vehicle to loiter at a constant depth until a GPS update is received.","behaviour_permutation: Original: 'Maxdepth,loiter,bhv_periodic_surface,bhv_const_depth', Modified: 'Maxdepth,loiter,bhv_const_depth'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point0,in-transit,none,False,deep,False,True,southeast,none,moderate,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point0', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'southeast', 'loiter_point_direction': 'none', 'speed': 'moderate', 'heading': 'northeast', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}","User query: Why not Maxdepth,loiter,bhv_const_depth instead of Maxdepth,bhv_const_depth,waypt_survey?","Explanation: In the current situation, Henry does not have a specific loiter point assigned to him. However, the user wants Henry to loiter between points 0 to 7 until a survey objective is provided. This means that Henry should have a loiter point assigned to him in order to perform the desired behavior. Additionally, during loitering, the periodic ascend should be deactivated to prevent unnecessary surfacing for coordinate corrections.","Behaviour permutation: Original: 'Maxdepth,bhv_const_depth,waypt_survey', Modified: 'Maxdepth,loiter,bhv_const_depth'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point0,in-transit,none,False,deep,False,True,southeast,none,fast,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point0', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'southeast', 'loiter_point_direction': 'none', 'speed': 'fast', 'heading': 'northeast', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",None,"User query: Why not Maxdepth,loiter,bhv_const_depth instead of Maxdepth,bhv_const_depth,waypt_survey?

Explanation: In the given representation, the vehicle is currently in the ""in-transit"" behavior stage and heading towards waypoint 0. The objective is to loiter between points 0 to 7 until a survey objective is provided. In this scenario, it would be more appropriate to use the behavior combination Maxdepth,loiter,bhv_const_depth instead of Maxdepth,bhv_const_depth,waypt_survey. This is because the vehicle should be loitering around a predefined set of waypoints during the waiting period, rather than moving towards a specific survey point. Additionally, the periodic ascend should be deactivated during loitering to prevent unnecessary surfacing for coordinate correction.",None
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point0,in-transit,none,False,deep,False,True,southeast,none,very fast,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point0', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'southeast', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northeast', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}","User query: Why not Maxdepth,loiter,bhv_const_depth instead of Maxdepth,bhv_const_depth,waypt_survey?","Explanation: The user's objective is to loiter between points 0 to 7 until a survey objective is provided. However, the current active behavior is to perform a survey in a designated area. The user's proposed behavior permutation of Maxdepth,loiter,bhv_const_depth would align with the user's objective of loitering between points 0 to 7. Additionally, the current behavior of waypt_survey includes the vehicle moving towards survey point 2, which is not aligned with the user's objectives.","Behavior permutation: Original: 'Maxdepth,bhv_const_depth,waypt_survey', Modified: 'Maxdepth,loiter,bhv_const_depth'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point0,in-transit,none,False,very deep,False,True,southeast,none,very fast,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point0', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'southeast', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'southeast', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}","User query: Why not Maxdepth,loiter,bhv_const_depth instead of Maxdepth,bhv_const_depth,waypt_survey?","Explanation: In the given representation, the vehicle is currently in-transit and heading towards waypoint 0. If we activate the behavior Maxdepth,loiter,bhv_const_depth instead of Maxdepth,bhv_const_depth,waypt_survey, the vehicle will start loitering between points 0 to 7 without waiting for a survey objective. This may lead to unnecessary loitering and delay in performing the survey task. ","Behaviour permutation: Original: 'Maxdepth,bhv_const_depth,waypt_survey', Modified: 'Maxdepth,loiter,bhv_const_depth'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point0,in-transit,none,False,very deep,False,True,southeast,none,max speed,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point0', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'southeast', 'loiter_point_direction': 'none', 'speed': 'max speed', 'heading': 'southeast', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}","User query: Why not Maxdepth,loiter,bhv_const_depth instead of Maxdepth,bhv_const_depth,waypt_survey?","Explanation: In the given representation, the vehicle is currently moving towards waypoint 0 in the ""in-transit"" behavior stage. If the user wants the vehicle to loiter between points 0 to 7 until a survey objective is provided, it would be more appropriate to use the ""Maxdepth,loiter,bhv_const_depth"" behavior. This behavior allows the vehicle to loiter at a specific waypoint until further instructions are given. The current behavior ""Maxdepth,bhv_const_depth,waypt_survey"" is designed for surveying a predefined area, and it does not include loitering. ","Behaviour permutation: Original: 'Maxdepth,bhv_const_depth,waypt_survey', Modified: 'Maxdepth,loiter,bhv_const_depth'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point0,advanced,none,False,very deep,False,True,southeast,none,max speed,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point0', 'behaviour_stage': 'advanced', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'southeast', 'loiter_point_direction': 'none', 'speed': 'max speed', 'heading': 'southeast', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}","User query: Why not Maxdepth,loiter,bhv_const_depth instead of Maxdepth,bhv_const_depth,waypt_survey?","Explanation: In the given representation, the next waypoint is set to 'point0' which implies that the vehicle should loiter between points 0 to 7 until a survey objective is provided. Therefore, the behavior 'Maxdepth,loiter,bhv_const_depth' would be more suitable as it includes the loitering behavior and constant depth behavior. The current behavior 'Maxdepth,bhv_const_depth,waypt_survey' implies that the vehicle should move towards survey point 2, which is not aligned with the given representation. Additionally, the periodic ascend should be deactivated during loitering to avoid unnecessary surfacing. ","Behaviour permutation: Original: 'Maxdepth,bhv_const_depth,waypt_survey', Modified: 'Maxdepth,loiter,bhv_const_depth'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point1,advanced,none,False,very deep,False,True,southwest,none,max speed,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point1', 'behaviour_stage': 'advanced', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'southwest', 'loiter_point_direction': 'none', 'speed': 'max speed', 'heading': 'southeast', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}","User query: Why not Maxdepth,loiter,bhv_const_depth instead of Maxdepth,bhv_const_depth,waypt_survey?","Explanation: In this scenario, the vehicle is currently heading towards survey point 1 and there is no assigned loiter point. It would be more appropriate for the vehicle to loiter around a predefined set of waypoints until a survey objective is provided. Additionally, activating the behavior ""Maxdepth,loiter,bhv_const_depth"" would ensure that the vehicle maintains a constant depth during the loitering phase. ","Behaviour permutation: Original: 'Maxdepth,bhv_const_depth,waypt_survey', Modified: 'Maxdepth,loiter,bhv_const_depth'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point2,advanced,none,False,very deep,False,True,northwest,none,max speed,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point2', 'behaviour_stage': 'advanced', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'max speed', 'heading': 'southeast', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",None,"User query: Why not Maxdepth,waypt_return,bhv_const_depth instead of Maxdepth,bhv_const_depth,waypt_survey?

Explanation: Instead of surveying the designated area, Henry could return to its starting point after reaching the current waypoint. This would save time and energy as the survey objective has not been provided yet.",None
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point2,in-transit,none,False,very deep,False,True,northwest,none,max speed,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point2', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'max speed', 'heading': 'southeast', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",None,"User query: Why not Maxdepth,loiter,bhv_const_depth instead of Maxdepth,bhv_const_depth,waypt_survey?

Explanation: In the current behavior, the vehicle is set to move towards survey point 2 and perform a survey. However, the desired behavior is to loiter between points 0 to 7 until a survey objective is provided. Therefore, modifying the behavior to Maxdepth, loiter, bhv_const_depth would allow the vehicle to follow the desired loitering behavior instead of moving towards the specific survey point.",None
